[25/04/24, 6:52:55 PM] O2: Shsus
[05/11/24, 12:32:21 AM] Aman: Phir ho Lena mature aaram se
[05/11/24, 12:32:32 AM] O2: Chup rho tum🙄
[05/11/24, 12:32:40 AM] Aman: Axa ok
[05/11/24, 12:32:47 AM] O2: ?
[05/11/24, 12:32:58 AM] Aman: Pehle bolo
[05/11/24, 12:33:02 AM] Aman: Gussa nhi hogi
[05/11/24, 12:33:13 AM] Aman: ?
[05/11/24, 12:33:15 AM] O2: Hmm nhi houngi
[05/11/24, 12:33:19 AM] Aman: Pakka na?
[05/11/24, 12:33:23 AM] O2: Mtlb houngi
[05/11/24, 12:33:32 AM] O2: Kyu nhi krungi gussa
[05/11/24, 12:33:39 AM] Aman: Nhi batunga phir
[05/11/24, 12:33:43 AM] O2: Depend krta h mtlb
[05/11/24, 12:33:48 AM] O2: Btao phle
[05/11/24, 12:33:51 AM] Aman: Arre leave it then
[05/11/24, 12:34:01 AM] O2: Btao jldi
[05/11/24, 12:34:06 AM] Aman: Arre nhi
[05/11/24, 12:34:12 AM] Aman: U will judge leave it
[05/11/24, 12:34:20 AM] Aman: Gussa ho jaogi tum
[05/11/24, 12:34:38 AM] O2: Judge krna hota to tumse baat nhi kr rhi hoti abhi ‎<This message was edited>
[05/11/24, 12:34:45 AM] Aman: Hyyy
[05/11/24, 12:34:48 AM] Aman: 😑
[05/11/24, 12:34:55 AM] Aman: Aisa kya kar diya h Maine?
[05/11/24, 12:35:00 AM] Aman: Don't say like that
[05/11/24, 12:35:26 AM] O2: ‎This message was deleted.
[05/11/24, 12:35:42 AM] O2: Achha thik h
[05/11/24, 12:35:45 AM] O2: Mat btao
[05/11/24, 12:35:48 AM] Aman: Maine kuch kaam bhi nhi kiya 😑
[05/11/24, 12:35:55 AM] O2: Hm
[05/11/24, 12:36:03 AM] Aman: Ok bata de rha
[05/11/24, 12:36:07 AM] Aman: Else I will feel ki
[05/11/24, 12:36:12 AM] Aman: Bahut late ho jayega
[05/11/24, 12:36:22 AM] Aman: Mai batana tumhe pehle bhi chahata tha yeh
[05/11/24, 12:36:28 AM] Aman: But bol nhi paya
[05/11/24, 12:36:30 AM] Aman: Ok so
[05/11/24, 12:36:37 AM] Aman: In my drop year
[05/11/24, 12:36:46 AM] Aman: I have already tried alcohol an all
[05/11/24, 12:36:57 AM] O2: Achha
[05/11/24, 12:37:00 AM] Aman: Hmm
[05/11/24, 12:37:12 AM] Aman: And not only that
[05/11/24, 12:37:14 AM] Aman: Smoking
[05/11/24, 12:37:18 AM] Aman: Wape
[05/11/24, 12:37:22 AM] Aman: Hukka bhi
[05/11/24, 12:37:27 AM] O2: Ooo
[05/11/24, 12:37:34 AM] Aman: Hmm
[05/11/24, 12:37:39 AM] Aman: Gussa toh nhi ho?
[05/11/24, 12:37:52 AM] Aman: Bus 1-2 bari hi Kiya tha
[05/11/24, 12:37:53 AM] O2: Aadat nhi lgi?
[05/11/24, 12:37:59 AM] Aman: .
[05/11/24, 12:38:04 AM] O2: Achha
[05/11/24, 12:38:11 AM] O2: Continue kyu nhi kiya
[05/11/24, 12:38:13 AM] Aman: Hmm?
[05/11/24, 12:38:19 AM] O2: Taste achha nhi tha kya?
[05/11/24, 12:38:30 AM] Aman: College me dusri naseeli cheez mil gyi
[05/11/24, 12:38:39 AM] O2: Oo achha
[05/11/24, 12:38:41 AM] Aman: Mast tha
[05/11/24, 12:38:48 AM] O2: Achha
[05/11/24, 12:38:50 AM] Aman: Hmm
[05/11/24, 12:38:57 AM] O2: Chhodna mushkil hua hoga na
[05/11/24, 12:39:05 AM] Aman: At first itni acchi nhi lagi thi alcohol
[05/11/24, 12:39:08 AM] O2: So sad🥺
[05/11/24, 12:39:10 AM] Aman: Nhi
[05/11/24, 12:39:22 AM] O2: Achha
[05/11/24, 12:39:36 AM] Aman: Kar liya tha
[05/11/24, 12:39:49 AM] Aman: Like wape and hukka 1 bar kiya tha
[05/11/24, 12:39:58 AM] Aman: Alcohol for a few times
[05/11/24, 12:40:10 AM] Aman: Smoking ki h quite a few times
[05/11/24, 12:40:33 AM] O2: Achha
[05/11/24, 12:40:36 AM] Aman: Hmm
[05/11/24, 12:40:47 AM] Aman: AXA sare Raaz disclose kar hi tha hu toh
[05/11/24, 12:40:50 AM] Aman: Ek aur kar deta hu
[05/11/24, 12:41:01 AM] Aman: Pakka tum bura toh nhi manogi?
[05/11/24, 12:41:16 AM] O2: Bilkul nhi
[05/11/24, 12:41:29 AM] Aman: Smoking Maine ek bari Pune me bhi ki h !
[05/11/24, 12:41:38 AM] Aman: Jab we and few of my friends
[05/11/24, 12:41:42 AM] Aman: Naam nhi lunga unka
[05/11/24, 12:41:46 AM] Aman: Went outside
[05/11/24, 12:41:50 AM] Aman: Tab Kiya tha
[05/11/24, 12:42:07 AM] Aman: Dec ki baat hogi I guess
[05/11/24, 12:42:08 AM] O2: Oh
[05/11/24, 12:42:10 AM] Aman: Last year
[05/11/24, 12:42:15 AM] Aman: Hmm
[05/11/24, 12:42:22 AM] Aman: And ish saal June me bus
[05/11/24, 12:42:33 AM] O2: Achha
[05/11/24, 12:42:51 AM] O2: To pine ka mann nhi krta ab?
[05/11/24, 12:42:59 AM] O2: Ya mauka nhi mila
[05/11/24, 12:43:04 AM] Aman: Sach kau
[05/11/24, 12:43:12 AM] Aman: Toh tumhara bare me sochta hu
[05/11/24, 12:43:18 AM] Aman: Toh itna man nhi karta
[05/11/24, 12:43:29 AM] Aman: Alcohol se pehle bhi addict nhi tha
[05/11/24, 12:43:39 AM] Aman: Smoking se slightly hu
[05/11/24, 12:43:47 AM] Aman: Like aise craving nhi hoti
[05/11/24, 12:43:57 AM] Aman: But koi offer karta h toh Maan jata tha
[05/11/24, 12:44:13 AM] O2: Kyuuu
[05/11/24, 12:44:30 AM] O2: Tum piya kro
[05/11/24, 12:44:35 AM] O2: I won’t mind
[05/11/24, 12:44:50 AM] O2: Sath me piyenge😋😋
[05/11/24, 12:45:01 AM] Aman: Arre nhi jokes apart
[05/11/24, 12:45:08 AM] O2: Areee
[05/11/24, 12:45:10 AM] Aman: Even I regret that time
[05/11/24, 12:45:14 AM] O2: Mai serious hu
[05/11/24, 12:45:16 AM] Aman: Toh soch rha hu
[05/11/24, 12:45:28 AM] Aman: Burr past ki tarah bhool jau sab bus
[05/11/24, 12:45:31 AM] Aman: Bure
[05/11/24, 12:45:41 AM] O2: Alcohol nhi kr skte
[05/11/24, 12:45:49 AM] O2: Intern k baad krenge vo
[05/11/24, 12:46:05 AM] O2: Pr smoking to kar hi skte h na kbhi kbhi😋
[05/11/24, 12:46:11 AM] Aman: Hmm
[05/11/24, 12:46:14 AM] Aman: Kar sakte h
[05/11/24, 12:46:20 AM] Aman: But it's not good for health
[05/11/24, 12:46:21 AM] O2: Tum piyoge na mere sath?
[05/11/24, 12:46:45 AM] Aman: Nhi yr
[05/11/24, 12:46:51 AM] Aman: Ab I'm not into that
[05/11/24, 12:46:54 AM] O2: Kyuu🥺
[05/11/24, 12:47:10 AM] O2: Ab psnd nhi h?
[05/11/24, 12:47:20 AM] Aman: 2 min bus huh
[05/11/24, 12:47:26 AM] O2: Hm
[05/11/24, 12:51:34 AM] Aman: Hmm hi
[05/11/24, 12:51:56 AM] Aman: So gyi kya?
[05/11/24, 12:53:15 AM] O2: Nhi
[05/11/24, 12:53:33 AM] Aman: Hmm
[05/11/24, 12:53:38 AM] Aman: Toh kaha gyi thi?
[05/11/24, 12:53:44 AM] O2: Panii
[05/11/24, 12:54:02 AM] Aman: Ok
[05/11/24, 12:54:36 AM] Aman: Pii liya phir
[05/11/24, 12:54:44 AM] O2: Hm
[05/11/24, 12:54:50 AM] Aman: Ok
[05/11/24, 12:55:25 AM] Aman: Aur batao phir?
[05/11/24, 12:55:36 AM] O2: Kya btau
[05/11/24, 12:55:45 AM] Aman: Naraz ho?
[05/11/24, 12:55:52 AM] O2: Are nhi
[05/11/24, 12:56:10 AM] O2: Aur mai serious hu
[05/11/24, 12:56:16 AM] Aman: Pakka na?
[05/11/24, 12:56:16 AM] O2: .
[05/11/24, 12:56:21 AM] Aman: Nhi
[05/11/24, 12:56:21 AM] O2: Hmm
[05/11/24, 12:56:29 AM] O2: Aman
[05/11/24, 12:56:30 AM] O2: Kyu
[05/11/24, 12:56:42 AM] O2: Ab nhi psnd?
[05/11/24, 12:56:47 AM] Aman: It's not a good habit
[05/11/24, 12:57:03 AM] O2: Are pr kbhi kbhi
[05/11/24, 12:57:14 AM] O2: Like once in a month or 2
[05/11/24, 12:57:29 AM] O2: Itna to chlta h na
[05/11/24, 12:57:34 AM] Aman: Nhi yr
[05/11/24, 12:57:42 AM] O2: .
[05/11/24, 12:57:54 AM] Aman: Baat vo nhi
[05/11/24, 12:58:04 AM] O2: To
[05/11/24, 12:58:17 AM] Aman: .
[05/11/24, 12:58:32 AM] Aman: .
[05/11/24, 12:58:36 AM] O2: Thik h achha
[05/11/24, 12:58:59 AM] Aman: Hmm
[05/11/24, 12:59:07 AM] O2: Aur kya krne gye the abhi
[05/11/24, 12:59:22 AM] Aman: Arre light me kuch problem aa gyi thi
[05/11/24, 12:59:30 AM] O2: Achha
[05/11/24, 12:59:48 AM] Aman: Ji
[05/11/24, 12:59:58 AM] O2: To chle fir?
[05/11/24, 1:00:02 AM] Aman: Kaha ?
[05/11/24, 1:00:09 AM] O2: Sone
[05/11/24, 1:00:14 AM] Aman: Kyu?
[05/11/24, 1:00:29 AM] O2: Sona nhi h kya😂
[05/11/24, 1:00:46 AM] O2: Kal jldi uthna pdega na
[05/11/24, 1:01:03 AM] Aman: Kyu?
[05/11/24, 1:01:30 AM] O2: Dada dadi papa ko chai
[05/11/24, 1:01:40 AM] Aman: AXA
[05/11/24, 1:01:46 AM] O2: Hm
[05/11/24, 1:02:02 AM] Aman: Theek h axa phir
[05/11/24, 1:02:18 AM] Aman: Par tum pakka naraz nhi ho na?🥺🥺
[05/11/24, 1:02:34 AM] O2: Are nhi hu chill😂
[05/11/24, 1:02:49 AM] Aman: Pakka na?🥺🥺
[05/11/24, 1:02:54 AM] Aman: 🤧🤧
[05/11/24, 1:02:55 AM] O2: Ha
[05/11/24, 1:03:06 AM] Aman: Thanks yr🥹🥹
[05/11/24, 1:03:13 AM] Aman: For understanding!
[05/11/24, 1:03:21 AM] Aman: So much
[05/11/24, 1:03:22 AM] O2: Hm
[05/11/24, 1:03:46 AM] Aman: Bus itne hi raaz the
[05/11/24, 1:03:49 AM] Aman: Ab nhi h ok
[05/11/24, 1:04:32 AM] Aman: Kidhar gyi?
[05/11/24, 1:04:44 AM] O2: Who knows🧐
[05/11/24, 1:04:52 AM] Aman: Are
[05/11/24, 1:04:59 AM] Aman: Itna bhi bura nhi hu
[05/11/24, 1:05:12 AM] O2: 😂
[05/11/24, 1:05:21 AM] Aman: Hmm
[05/11/24, 1:05:31 AM] Aman: Alright then !
[05/11/24, 1:05:41 AM] O2: Yep
[05/11/24, 1:05:54 AM] Aman: Good night
[05/11/24, 1:07:11 AM] O2: Good night
[05/11/24, 1:07:20 AM] Aman: Sweet dreams😘😘
[05/11/24, 1:07:28 AM] O2: You too🤗
[05/11/24, 1:07:37 AM] Aman: Love you❤️❤️❤️
[05/11/24, 1:07:44 AM] O2: Too🤗
[05/11/24, 1:08:17 AM] Aman: 🫶🏻💕💕
[05/11/24, 8:57:31 AM] O2: Good morning
[05/11/24, 12:55:40 PM] O2: Hii
[05/11/24, 12:56:05 PM] Aman: Hi
[05/11/24, 12:56:10 PM] Aman: Uth gyi?
[05/11/24, 12:56:17 PM] O2: 😑
[05/11/24, 12:56:19 PM] Aman: Good morning
[05/11/24, 12:56:23 PM] O2: Sharam to h hi nhi na
[05/11/24, 12:56:39 PM] Aman: Kyu?
[05/11/24, 12:56:43 PM] Aman: H toh
[05/11/24, 12:56:46 PM] O2: 9 bje uthe ho na tum🤨🤨
[05/11/24, 12:56:52 PM] O2: Aur mujhe bol rhe
[05/11/24, 12:57:04 PM] O2: Ya usse bhi late🤔
[05/11/24, 12:57:09 PM] Aman: 9
[05/11/24, 12:57:11 PM] Aman: Mam
[05/11/24, 12:57:18 PM] O2: Hm
[05/11/24, 12:57:26 PM] O2: Mai 6 bje
[05/11/24, 12:57:37 PM] Aman: Phir?
[05/11/24, 12:57:38 PM] O2: Vc?
[05/11/24, 12:57:56 PM] Aman: 1 min ke liye ho payego
[05/11/24, 12:58:02 PM] O2: Kyu
[05/11/24, 12:58:07 PM] Aman: Just nikal rha hu
[05/11/24, 12:58:14 PM] O2: Oh achha
[05/11/24, 12:58:16 PM] Aman: Shopping ke liye
[05/11/24, 12:58:20 PM] Aman: Jaldi karo
[05/11/24, 1:03:05 PM] Aman: Hmm ho
[05/11/24, 1:03:06 PM] Aman: Hi
[05/11/24, 1:21:37 PM] O2: Hii
[05/11/24, 5:35:00 PM] O2: Abhi tak shopping kr rhe?
[05/11/24, 5:39:58 PM] Aman: Nhi
[05/11/24, 5:40:03 PM] Aman: Kab ki over ho gyi thi
[05/11/24, 5:59:23 PM] O2: Achha
[05/11/24, 5:59:45 PM] Aman: Hmm
[05/11/24, 6:06:01 PM] O2: To kya laye
[05/11/24, 6:06:25 PM] Aman: Tumhare liye?
[05/11/24, 6:06:42 PM] O2: Apne liye
[05/11/24, 6:06:51 PM] Aman: Ek jeans !
[05/11/24, 6:06:53 PM] Aman: Ek t shirt
[05/11/24, 6:06:58 PM] Aman: Bus !
[05/11/24, 6:07:04 PM] O2: Achha
[05/11/24, 6:07:19 PM] O2: Abhi rkhti hu
[05/11/24, 6:07:24 PM] O2: Baad me krte h
[05/11/24, 6:07:29 PM] Aman: Kya?
[05/11/24, 6:07:31 PM] Aman: Baat?
[05/11/24, 6:07:34 PM] O2: Hm
[05/11/24, 6:07:39 PM] Aman: Hmm ok
[05/11/24, 6:07:45 PM] O2: Bye
[05/11/24, 6:07:48 PM] Aman: Yep bye
[05/11/24, 6:07:53 PM] Aman: Love u
[05/11/24, 6:07:56 PM] Aman: 😘
[05/11/24, 6:08:05 PM] O2: 2
[05/11/24, 10:01:31 PM] O2: Hii
[05/11/24, 10:01:42 PM] Aman: Hi
[05/11/24, 10:02:10 PM] O2: To kya kar rhe the
[05/11/24, 10:02:19 PM] Aman: Beard set kar rha tha bus
[05/11/24, 10:02:22 PM] Aman: U tell
[05/11/24, 10:02:47 PM] O2: Is time?
[05/11/24, 10:02:52 PM] Aman: Hmm
[05/11/24, 10:03:01 PM] O2: Kar lo Achha fir ‎<This message was edited>
[05/11/24, 10:03:12 PM] Aman: Tumhare yahan raat me beard soti h kya
[05/11/24, 10:03:15 PM] Aman: Aisa kya?
[05/11/24, 10:03:19 PM] Aman: Arre
[05/11/24, 10:03:23 PM] Aman: Done
[05/11/24, 10:03:32 PM] O2: Achha
[05/11/24, 10:03:38 PM] Aman: Hmm
[05/11/24, 10:03:59 PM] O2: Are mtlb usually morning me krte h na
[05/11/24, 10:04:15 PM] Aman: Nhi
[05/11/24, 10:04:24 PM] Aman: Boys me Aisa kuch nhi hota
[05/11/24, 10:04:32 PM] Aman: Jab time mile karlo
[05/11/24, 10:04:40 PM] O2: Achha
[05/11/24, 10:05:01 PM] Aman: Hmm
[05/11/24, 10:05:08 PM] Aman: Tum kya kar rhi thi?
[05/11/24, 10:05:28 PM] O2: Just dinner kr k leti hu
[05/11/24, 10:05:55 PM] Aman: AXA
[05/11/24, 10:06:09 PM] Aman: How's your mother now?
[05/11/24, 10:06:20 PM] O2: Admit h
[05/11/24, 10:06:36 PM] Aman: Kya hua?
[05/11/24, 10:06:44 PM] Aman: Jyada tbyt kharab h kya?
[05/11/24, 10:06:58 PM] O2: Subah zyada khrab ho gyi to mh le gye
[05/11/24, 10:07:07 PM] O2: To admit kr liya
[05/11/24, 10:07:10 PM] Aman: AXA
[05/11/24, 10:07:26 PM] O2: Kal shyd discharge ho jaye
[05/11/24, 10:07:36 PM] Aman: Kya ho gya unko?
[05/11/24, 10:08:06 PM] O2: Kuchh hua nhi h bs vhi weakness h kafi aur bp low h hlka sa
[05/11/24, 10:08:24 PM] O2: Aur haemoglobin kam h
[05/11/24, 10:08:46 PM] Aman: Axa
[05/11/24, 10:09:19 PM] Aman: Koi nhi !
[05/11/24, 10:09:31 PM] Aman: Tumhe chutti extend toh nhi karni na?
[05/11/24, 10:09:39 PM] Aman: Ek din chao toh kar sakti ho !
[05/11/24, 10:10:17 PM] Aman: Agar need h toh karlo !
[05/11/24, 10:10:25 PM] O2: Agar kal discharge nhi hoti to Socha tha krne ka
[05/11/24, 10:10:45 PM] O2: Pr fir papa mna kr rhe kyunki kal aa jayengi
[05/11/24, 10:10:54 PM] Aman: Axa ok
[05/11/24, 10:11:06 PM] Aman: Then Aaj sone se pehle kar lenge ok ?
[05/11/24, 10:11:13 PM] O2: Ha
[05/11/24, 10:11:37 PM] Aman: Kya pehen rhi ho phir kal?
[05/11/24, 10:11:54 PM] O2: Socha nhi kuchh
[05/11/24, 10:11:57 PM] Aman: Ok
[05/11/24, 10:12:08 PM] O2: Tum?
[05/11/24, 10:12:31 PM] Aman: Pink valo kurti mat pehna bus
[05/11/24, 10:12:47 PM] Aman: Shirt hi pehnunga soch rha
[05/11/24, 10:15:07 PM] O2: Vo layi bhi nhi hu
[05/11/24, 10:15:13 PM] O2: Achha
[05/11/24, 10:15:21 PM] Aman: 🥹🫶🏻
[05/11/24, 10:15:36 PM] O2: 😂
[05/11/24, 10:15:44 PM] Aman: Hmm
[05/11/24, 10:16:04 PM] Aman: Aaj Vali shirt dekhi thi?
[05/11/24, 10:16:05 PM] O2: Koi aur kurti hi pehen lu?
[05/11/24, 10:16:11 PM] O2: Nhi
[05/11/24, 10:16:11 PM] Aman: Nhi
[05/11/24, 10:16:16 PM] Aman: VC me
[05/11/24, 10:16:19 PM] Aman: ?
[05/11/24, 10:16:23 PM] O2: Hm
[05/11/24, 10:16:28 PM] Aman: Kaisi thi?
[05/11/24, 10:16:29 PM] O2: Blue right?
[05/11/24, 10:16:37 PM] Aman: Black thi🥹
[05/11/24, 10:16:41 PM] Aman: Koi na aage !
[05/11/24, 10:16:50 PM] O2: Dark blue lag rhi thi
[05/11/24, 10:16:58 PM] Aman: Black hi thi🥹
[05/11/24, 10:17:04 PM] O2: Achha
[05/11/24, 10:17:05 PM] Aman: 🥹
[05/11/24, 10:17:06 PM] Aman: 🥺
[05/11/24, 10:17:08 PM] Aman: 🥺
[05/11/24, 10:17:09 PM] Aman: 🥹
[05/11/24, 10:17:12 PM] O2: With some prints
[05/11/24, 10:17:29 PM] O2: Are vc blur tha thoda isliye
[05/11/24, 10:17:37 PM] Aman: Still
[05/11/24, 10:17:40 PM] Aman: Chalo koi na
[05/11/24, 10:18:02 PM] Aman: Toh soch rha hu koi ek ghar Vali shirt le jau !
[05/11/24, 10:18:11 PM] Aman: Koi new Vali raste me nhi pehenunga
[05/11/24, 10:18:19 PM] Aman: Bahut acchi h vo
[05/11/24, 10:18:20 PM] O2: Hm green vli
[05/11/24, 10:18:31 PM] Aman: Green repeat ho jayegi
[05/11/24, 10:18:41 PM] Aman: Axa vo vali green?
[05/11/24, 10:18:43 PM] O2: Are matching vli
[05/11/24, 10:18:50 PM] O2: College le aao
[05/11/24, 10:19:00 PM] Aman: Umm vo mai abhi nhi soch rha !
[05/11/24, 10:19:02 PM] O2: Travelling me mt pehenna
[05/11/24, 10:19:17 PM] Aman: Kyuki printed h jyada pehen nhi paunga
[05/11/24, 10:19:26 PM] Aman: Sirf ek hi baar pehen paaunga
[05/11/24, 10:19:31 PM] O2: Thik h
[05/11/24, 10:19:44 PM] Aman: Mere pass already college me 32+ shirts ho gyi h !
[05/11/24, 10:19:57 PM] Aman: Toh add nhi karunga
[05/11/24, 10:19:58 PM] O2: Achha
[05/11/24, 10:20:02 PM] Aman: Jab vaha se laaunga
[05/11/24, 10:20:06 PM] Aman: Tabhi exchange karunga
[05/11/24, 10:20:15 PM] Aman: Next time khud bahut replace kar dunga
[05/11/24, 10:20:31 PM] O2: Hm
[05/11/24, 10:20:35 PM] Aman: Arre ek white bhi raKhhi h Ghar me vo pehen kar aa jaunga
[05/11/24, 10:20:37 PM] Aman: Sayad
[05/11/24, 10:20:41 PM] Aman: Ya Aaj vali black
[05/11/24, 10:20:45 PM] Aman: Vaise yeh better h
[05/11/24, 10:21:07 PM] O2: Thik h
[05/11/24, 10:21:19 PM] Aman: Aur tumhare pass white outfit h bhi kafi
[05/11/24, 10:21:27 PM] Aman: Toh shi rehga
[05/11/24, 10:21:40 PM] Aman: Vaise it is more like off white
[05/11/24, 10:21:48 PM] O2: White travelling me?
[05/11/24, 10:21:52 PM] Aman: Hmm
[05/11/24, 10:22:02 PM] Aman: Vaisi nhi h jaisi tum soch rhi ho😂
[05/11/24, 10:22:20 PM] Aman: Alag h thodi
[05/11/24, 10:22:31 PM] Aman: Haa but still khate time Dayan Dena padega thoda
[05/11/24, 10:22:44 PM] O2: Hm
[05/11/24, 10:23:19 PM] Aman: Aur batao !
[05/11/24, 10:23:37 PM] O2: Kya btau
[05/11/24, 10:23:55 PM] Aman: Sorry
‎[05/11/24, 10:24:02 PM] Aman: ‎sticker omitted
[05/11/24, 10:24:05 PM] Aman: Hmm?
[05/11/24, 10:24:09 PM] Aman: 😊
[05/11/24, 10:24:12 PM] O2: 😂
[05/11/24, 10:24:29 PM] O2: 2 min
[05/11/24, 10:24:37 PM] Aman: Ok
[05/11/24, 10:31:56 PM] O2: Hm hii
[05/11/24, 10:32:07 PM] Aman: Hmm hi
[05/11/24, 10:32:32 PM] Aman: Gayab?
[05/11/24, 10:32:32 PM] O2: 15 min
[05/11/24, 10:33:05 PM] Aman: 2 min bol kar 7 min baad aayi yeh baatane ki 15 min bol kar ab 30 min mr aaogi😂 ‎<This message was edited>
[05/11/24, 10:46:57 PM] O2: I m back
[05/11/24, 10:47:39 PM] Aman: 😯
[05/11/24, 10:47:41 PM] Aman: 😦
[05/11/24, 10:47:42 PM] Aman: 😧
[05/11/24, 10:47:45 PM] Aman: 😮
[05/11/24, 10:47:46 PM] O2: 😑
[05/11/24, 10:47:47 PM] Aman: 😲
[05/11/24, 10:47:50 PM] Aman: 😳
[05/11/24, 10:47:51 PM] Aman: 😰
[05/11/24, 10:47:52 PM] Aman: 😨
[05/11/24, 10:47:54 PM] Aman: 😱
[05/11/24, 10:47:54 PM] Aman: 😱
[05/11/24, 10:47:55 PM] Aman: 😱
[05/11/24, 10:48:04 PM] O2: Jau vapas?
[05/11/24, 10:48:06 PM] O2: 🤨
[05/11/24, 10:48:17 PM] Aman: Kyu?
[05/11/24, 10:48:20 PM] Aman: Nhi!
[05/11/24, 10:48:34 PM] O2: Time pr ana digest nhi hua na tumse
[05/11/24, 10:49:02 PM] Aman: Kisi ko jail roti khane adat ho jaye
[05/11/24, 10:49:09 PM] Aman: Phir achanak se hotel me khila dogi
[05/11/24, 10:49:10 PM] Aman: Toh
[05/11/24, 10:49:15 PM] Aman: Shocking toh lagega hi na
[05/11/24, 10:49:16 PM] Aman: ?
[05/11/24, 10:49:49 PM] O2: Thik h fir tum usi adat me rho☺️
[05/11/24, 10:49:56 PM] Aman: Arre
[05/11/24, 10:49:56 PM] O2: Why change
[05/11/24, 10:50:01 PM] Aman: Nhi
‎[05/11/24, 10:50:11 PM] Aman: ‎sticker omitted
[05/11/24, 10:50:56 PM] Aman: Kidhar gyi?
‎[05/11/24, 10:52:15 PM] O2: ‎sticker omitted
[05/11/24, 10:52:28 PM] Aman: Yha busy thi😂😂
[05/11/24, 10:52:35 PM] Aman: Mil gyi santusti
[05/11/24, 10:52:36 PM] O2: Hmm😅
[05/11/24, 10:52:37 PM] Aman: 😂😂
[05/11/24, 10:52:41 PM] O2: 😂
[05/11/24, 10:52:45 PM] Aman: Baccho Vali harkate h ekdam
[05/11/24, 10:52:47 PM] Aman: 😂😂
[05/11/24, 10:53:54 PM] Aman: Kidhar gyi?
‎[05/11/24, 10:55:08 PM] O2: ‎sticker omitted
[05/11/24, 10:55:23 PM] O2: Ye achha h na😁😁
[05/11/24, 10:55:37 PM] Aman: My old days 🥹
[05/11/24, 10:55:54 PM] O2: Future bhi ho skta h🥺🥹🥹
[05/11/24, 10:56:01 PM] Aman: Hmm
[05/11/24, 10:56:18 PM] Aman: Axa yeh batao
[05/11/24, 10:56:23 PM] Aman: All jokes apart
[05/11/24, 10:56:30 PM] Aman: On a very serious note !
[05/11/24, 10:56:41 PM] Aman: U won't mind na agar mai kabhi kabhi karlu?
[05/11/24, 10:56:58 PM] O2: Akele …. I definitely will
[05/11/24, 10:57:09 PM] Aman: It's not good for health
[05/11/24, 10:57:22 PM] Aman: Why will I provoke u to join me? ‎<This message was edited>
[05/11/24, 10:57:53 PM] O2: Ha to tumhare bina kyu hi rhungi mai dhartilok me
[05/11/24, 10:57:55 PM] Aman: Let's suppose tumhe Bina bataye consume karta hu
[05/11/24, 10:58:07 PM] O2: Sath me piyenge sath me jayenge🤗
[05/11/24, 10:58:18 PM] O2: Breakup
[05/11/24, 10:58:25 PM] Aman: And then for whatever reason let's say agar by any chance u get to know about that ?
[05/11/24, 10:58:35 PM] O2: .
[05/11/24, 10:58:37 PM] Aman: Will u mind ?
[05/11/24, 10:58:43 PM] Aman: Kajal🥹
[05/11/24, 10:58:51 PM] Aman: Bus itni si baat me?
[05/11/24, 10:58:56 PM] O2: I am serious
[05/11/24, 10:58:58 PM] O2: Hm
[05/11/24, 10:59:04 PM] Aman: Kyu?
[05/11/24, 10:59:21 PM] Aman: How is that related with relationship?
[05/11/24, 10:59:32 PM] O2: Ek chiz chhupa skte ho to mtlb kuchh bhi chhuoa loge
[05/11/24, 10:59:49 PM] Aman: But that thing has nothing to do with u na?
[05/11/24, 11:00:07 PM] O2: It definitely does
[05/11/24, 11:00:20 PM] O2: It means tou dont share things with me
[05/11/24, 11:00:21 PM] Aman: Honesty doesn't means no lies for the entire life

It means no lie that is cheating in any form ! ‎<This message was edited>
[05/11/24, 11:00:25 PM] O2: Don’t trust me
[05/11/24, 11:01:01 PM] O2: Hiding anything related to any of us is considered cheating
[05/11/24, 11:01:22 PM] Aman: It would be just related to me !
[05/11/24, 11:01:24 PM] Aman: Not us?
[05/11/24, 11:01:43 PM] O2: Any of us means either you, me or us
[05/11/24, 11:02:24 PM] Aman: Like anything?
[05/11/24, 11:02:35 PM] Aman: Just a little bit lie?
[05/11/24, 11:02:39 PM] Aman: Too?
[05/11/24, 11:02:48 PM] O2: Why that too?
[05/11/24, 11:02:57 PM] O2: Bta do na isse achha
[05/11/24, 11:03:16 PM] O2: Glti se ya friends k sath kr bhi liya to just tell it na
[05/11/24, 11:04:33 PM] O2: Tum mujhae kuchh bhi intentionally chhupaoge be it💧 or 🌊 ‎<This message was edited>
[05/11/24, 11:04:38 PM] O2: I will mind
[05/11/24, 11:04:55 PM] Aman: Toh abhi tumhe bura kyu nhi laga
[05/11/24, 11:05:02 PM] Aman: When I disclose this truth?
[05/11/24, 11:05:17 PM] Aman: Jo ki maine tumse pehle kaha tha I've never consumed all that?
[05/11/24, 11:05:41 PM] O2: Kyu ki phli baat I don’t trust the story you told aur agar sach h bhi to tumne khud btaya
[05/11/24, 11:06:09 PM] Aman: It's true !
[05/11/24, 11:06:29 PM] Aman: The reason why first I have asked ur brother ever did that or not !
[05/11/24, 11:06:47 PM] Aman: So that agar ans ha hota
[05/11/24, 11:06:57 PM] Aman: Then I thought ki sayad tum mind nhi karogi !
[05/11/24, 11:07:01 PM] Aman: Isliye bata diya
[05/11/24, 11:07:18 PM] O2: Agar na hota to?
[05/11/24, 11:07:28 PM] Aman: Then might have taken more time
[05/11/24, 11:07:32 PM] O2: Nhi btate?
[05/11/24, 11:07:36 PM] Aman: .
