[25/04/24, 18:52:55] O2: Shsus
[04/11/24, 20:15:02] Aman: Just vapas aaya tha
[04/11/24, 20:15:05] Aman: Shopping se
[04/11/24, 20:15:10] O2: Kar li shopping?
[04/11/24, 20:15:13] Aman: Hmm
[04/11/24, 20:15:15] O2: Kya khareeda
[04/11/24, 20:15:20] O2: Mere liye
[04/11/24, 20:15:25] O2: 😚😚
[04/11/24, 20:15:37] Aman: Nothing !
[04/11/24, 20:15:43] Aman: 👉🏻👈🏻
[04/11/24, 20:15:44] Aman: 😙😙
[04/11/24, 20:15:44] O2: 😑
[04/11/24, 20:15:48] O2: 🥺
[04/11/24, 20:15:53] Aman: Kal le lunga
[04/11/24, 20:15:53] O2: 🥺🥺
[04/11/24, 20:15:59] Aman: Kal bhi jaunga
[04/11/24, 20:15:59] O2: 😫
[04/11/24, 20:16:06] O2: 😖
[04/11/24, 20:16:06] Aman: Aaj papa the
[04/11/24, 20:16:12] O2: 😩😩
[04/11/24, 20:16:19] O2: 😭
[04/11/24, 20:16:45] O2: Maine isiliye to message kiya tha
[04/11/24, 20:16:48] O2: 😩
[04/11/24, 20:17:05] Aman: Kal Lata hu na
[04/11/24, 20:17:11] Aman: Kal sayad Swati ke jaunga
[04/11/24, 20:17:16] Aman: Bahar toh dekhunga kuch
[04/11/24, 20:17:31] O2: ‎This message was deleted.
[04/11/24, 20:17:39] O2: Kya
[04/11/24, 20:17:39] Aman: Kya hua?
[04/11/24, 20:18:22] O2: Kya laoge🤗
[04/11/24, 20:18:26] O2: 😋
[04/11/24, 20:18:33] O2: 😋😋
[04/11/24, 20:18:39] O2: 😚
[04/11/24, 20:18:42] Aman: Bra ?
[04/11/24, 20:19:07] O2: Uske sath tum ye kharidoge🤨
[04/11/24, 20:19:15] Aman: Bralet top !
[04/11/24, 20:19:19] Aman: Arre nhi
[04/11/24, 20:19:30] Aman: Uske saath sirf bahar niklunga
[04/11/24, 20:19:36] Aman: Shopping akele hi karunga
[04/11/24, 20:19:48] Aman: Uska opposite padta h city kart vakhera
[04/11/24, 20:23:24] O2: 2 min rukna
[04/11/24, 20:23:37] Aman: Hmm 4 min toh hohi gya
[04/11/24, 20:23:39] Aman: 2 aur shi
[04/11/24, 20:23:44] O2: Dadi h abhi
[04/11/24, 20:24:12] Aman: ‎You deleted this message.
[04/11/24, 20:24:45] O2: Achha
[04/11/24, 20:25:00] Aman: Khoon toh sabka ek hi h!
[04/11/24, 20:25:00] O2: Mai vaise khane ki baat kr rhi thi kapdo ki nhi
[04/11/24, 20:25:07] O2: 😑😑
[04/11/24, 20:25:08] Aman: Yeh bhi khawab me haddi nikli
[04/11/24, 20:25:14] Aman: Axa
[04/11/24, 20:25:19] Aman: Vo toh launga hi na
[04/11/24, 20:25:24] Aman: Kuch na kuch bana kar !
[04/11/24, 20:25:33] O2: Tum chup ho jao vrna indore k aage bhi singlet me jaoge🙄
[04/11/24, 20:25:48] Aman: Ummm hmmm
[04/11/24, 20:26:01] Aman: Phir tumhari thirst kaun bhujayega😙😙😙
[04/11/24, 20:26:14] O2: Rah lungi mai pyasi🤗
[04/11/24, 20:26:25] Aman: Axa
[04/11/24, 20:26:32] O2: Hm
[04/11/24, 20:26:56] O2: Kya laye vaise tum apne liye
[04/11/24, 20:27:26] Aman: Shoes , 
Jacket
Shirts
Cargo track pant
[04/11/24, 20:27:37] Aman: Baaki kal dekhta hu
[04/11/24, 20:27:37] O2: Sab ki pictures bhejo
[04/11/24, 20:27:47] Aman: Kyu?
[04/11/24, 20:27:56] O2: Kitna kharidoge
[04/11/24, 20:28:01] O2: Aise hi
[04/11/24, 20:28:08] Aman: Tumhe pata h
[04/11/24, 20:28:11] Aman: Tumne kaha tha
[04/11/24, 20:28:15] Aman: U like green
[04/11/24, 20:28:20] Aman: Toh mai sab green laya hu
[04/11/24, 20:28:26] O2: 😂
[04/11/24, 20:28:27] Aman: Bus ek white shirt h
[04/11/24, 20:28:32] O2: Achha
[04/11/24, 20:28:55] O2: Jacket aur pant to green h na
[04/11/24, 20:28:58] O2: Fir kyu
‎[04/11/24, 20:29:09] Aman: ‎image omitted
‎[04/11/24, 20:29:22] Aman: ‎image omitted
[04/11/24, 20:29:23] O2: Same colour🙄
[04/11/24, 20:29:25] O2: H to
‎[04/11/24, 20:29:39] Aman: ‎image omitted
[04/11/24, 20:29:55] O2: Achha h
‎[04/11/24, 20:30:10] Aman: ‎image omitted
[04/11/24, 20:30:42] Aman: Yeh bhi green h photo me samaj nhi aa rha
[04/11/24, 20:30:44] O2: Kitne shoes kharidoge🙄
[04/11/24, 20:30:51] O2: Achha
[04/11/24, 20:31:17] Aman: Arre yeh papa ne jabardasti dilae
[04/11/24, 20:31:26] O2: Oo
[04/11/24, 20:31:28] Aman: Canteen me mil rhe the !
[04/11/24, 20:31:40] O2: Canteen k h ye?
[04/11/24, 20:31:44] Aman: Hmm
[04/11/24, 20:32:09] O2: Achha
[04/11/24, 20:32:16] Aman: Yep
[04/11/24, 20:32:22] Aman: PUMA ke h😁
[04/11/24, 20:32:30] O2: Ha dekh liya😂
[04/11/24, 20:32:35] Aman: 😂😂
[04/11/24, 20:33:04] Aman: Ghar vale still daant rhe the ki
[04/11/24, 20:33:48] Aman: Aur lelete
[04/11/24, 20:33:58] Aman: Jabardasti hi dilate rehte h yeh log
[04/11/24, 21:07:38] O2: Sab aa gye achanak
[04/11/24, 21:07:51] O2: 🫠
[04/11/24, 21:08:10] Aman: What is this behaviour?
[04/11/24, 21:08:19] O2: 🥺
[04/11/24, 21:08:41] O2: 🥺🥺
[04/11/24, 21:08:43] Aman: AXA koi na
[04/11/24, 21:08:48] O2: Hm🤗
[04/11/24, 21:08:51] Aman: Maaf Kiya !
[04/11/24, 21:08:57] O2: 🙄
[04/11/24, 21:09:09] Aman: Aaj ticket book kar lenge
[04/11/24, 21:09:25] O2: Thik h
[04/11/24, 21:10:00] Aman: Toh kya kar rhi ho?
[04/11/24, 21:10:01] O2: Dinner kiya?
[04/11/24, 21:10:06] Aman: Nhi
[04/11/24, 21:10:13] O2: Dinner kar rhi thi
[04/11/24, 21:10:16] Aman: Jaaunga abhi thodi der me
[04/11/24, 21:10:20] O2: Kar liya vaise
[04/11/24, 21:10:22] Aman: Axa
[04/11/24, 21:10:25] O2: Achha
[04/11/24, 21:10:29] Aman: Toh baat kaise kar rhi?
[04/11/24, 21:10:33] Aman: Akele karti ho kya?
[04/11/24, 21:10:51] O2: Tbhi to sab sath aa gye the
[04/11/24, 21:10:56] O2: Khana le kar
[04/11/24, 21:11:00] O2: Ab kar liya
[04/11/24, 21:11:06] Aman: Sab matlab kaun?
[04/11/24, 21:11:12] Aman: Tum aur tumhari fauz?
[04/11/24, 21:11:16] O2: Mumma papa bhaiya
[04/11/24, 21:11:42] Aman: Axa zila adhikari log aa gye the
[04/11/24, 21:11:48] O2: 🙄
[04/11/24, 21:11:50] O2: Amannn
[04/11/24, 21:12:00] Aman: Ka 🌊🌊🌊
[04/11/24, 21:12:04] O2: Missing you🥺
[04/11/24, 21:12:08] O2: 🥺
[04/11/24, 21:12:18] Aman: Missing you too🥺
[04/11/24, 21:12:25] Aman: Bus 2 raat aur
[04/11/24, 21:13:16] O2: 😞
[04/11/24, 21:13:28] Aman: Koi na Babu
[04/11/24, 21:13:31] Aman: Aur batao
[04/11/24, 21:13:36] Aman: How was ur day?
[04/11/24, 21:13:43] O2: Sahi tha
[04/11/24, 21:13:49] Aman: Ok
[04/11/24, 21:13:55] Aman: Kya kya kiya?
[04/11/24, 21:14:06] O2: Uthi
[04/11/24, 21:14:09] O2: Bf kiya
[04/11/24, 21:14:16] O2: Fir family time
[04/11/24, 21:14:19] O2: Fir lunch
[04/11/24, 21:14:22] O2: Fir bank
[04/11/24, 21:14:26] O2: Then soi
[04/11/24, 21:14:32] O2: Fir assignment
[04/11/24, 21:14:36] O2: Fir snacks
[04/11/24, 21:14:45] O2: Fir pta nhi
[04/11/24, 21:14:53] O2: Fir tumse baat
[04/11/24, 21:14:57] Aman: Ok
[04/11/24, 21:15:02] O2: Achha ha isse phle tumse baat
[04/11/24, 21:15:08] O2: Fir dinner
[04/11/24, 21:15:14] O2: Fir tumse baat🤗
[04/11/24, 21:15:25] Aman: 🍷 le liyeje thak gyi hongi aap🥺🥺🥺
[04/11/24, 21:15:36] O2: 🙄
[04/11/24, 21:15:51] O2: Kya h isms🧐
[04/11/24, 21:15:57] O2: Kuchh milaya to nhi
[04/11/24, 21:16:02] Aman: Nhi nhi
[04/11/24, 21:16:10] O2: 🧐🧐
[04/11/24, 21:16:24] Aman: Jal h
[04/11/24, 21:16:35] O2: Kala
[04/11/24, 21:16:37] O2: Laal
[04/11/24, 21:16:38] O2: Jal
[04/11/24, 21:16:40] O2: 😑
[04/11/24, 21:16:47] Aman: Sharbhat h na
[04/11/24, 21:16:50] Aman: Laal vala
[04/11/24, 21:16:52] O2: Ohh
[04/11/24, 21:17:03] O2: Thik h fir
[04/11/24, 21:17:14] O2: To chle?
[04/11/24, 21:17:17] O2: Khao ja kar
[04/11/24, 21:17:28] O2: Pet pooja kro
[04/11/24, 21:17:37] Aman: 5 min aur Rukh jao🥺
[04/11/24, 21:17:55] O2: Thik h tum itna kah rhe ho to ruk jati hu😌
[04/11/24, 21:18:03] Aman: 😂😂
[04/11/24, 21:18:08] Aman: Hmm aur batao phir?
[04/11/24, 21:18:22] O2: Kaha ja rhe kal
[04/11/24, 21:18:28] O2: Zsquare?
[04/11/24, 21:18:42] Aman: Hmm vhi jaunga most likely
[04/11/24, 21:18:47] Aman: Abhi baat nhi Kari!
[04/11/24, 21:18:53] O2: Vaise kal jaane vle the na tum
[04/11/24, 21:18:57] O2: Yesterday?
[04/11/24, 21:19:07] Aman: Nhi toh vo aise hi bola tha
[04/11/24, 21:19:13] Aman: Kal hi jaunga
[04/11/24, 21:19:22] O2: Achha
[04/11/24, 21:19:28] Aman: Hmm
[04/11/24, 21:19:44] Aman: Tumne mil liya?
[04/11/24, 21:19:52] O2: Kisse?
[04/11/24, 21:20:12] Aman: Pranjul
Ayush Singh
Ayush vo vala
An all?
[04/11/24, 21:20:35] O2: 🫠
[04/11/24, 21:20:41] Aman: Kya hua?
[04/11/24, 21:21:01] O2: Shreya se socha tha milne ka pr jis fin isse puchha vo train me thi vapas ja rhi thi
[04/11/24, 21:21:27] Aman: Hmm ladkiyon se milna kyu hi yaad hoga tumhe!
[04/11/24, 21:21:49] O2: Same mai bhi kah skti hi tumhe
[04/11/24, 21:21:57] Aman: Ankit is not here
[04/11/24, 21:22:03] O2: Ek bhi ladke se milne ka mann nhi hota tumhara?
[04/11/24, 21:22:08] Aman: And Swati is like buddy only
[04/11/24, 21:22:19] O2: Har baar nhi rhta?
[04/11/24, 21:22:22] Aman: 2 hi close friends h
[04/11/24, 21:22:31] Aman: Last dono baar nhi tha
[04/11/24, 21:22:37] Aman: Matlab ish baar aur pichli baar
[04/11/24, 21:22:46] Aman: Isse pehle toh Mila tha
[04/11/24, 21:22:48] O2: Ha thik h
[04/11/24, 21:22:49] Aman: June vale me
[04/11/24, 21:23:46] Aman: Maar liya taunt?
[04/11/24, 21:24:17] O2: Mai nhi bolti ye sab kbhi… tum ho start krte ho
[04/11/24, 21:24:31] O2: Na family ko na friends ko
[04/11/24, 21:24:47] Aman: 😂
[04/11/24, 21:25:07] Aman: Mai toh sach hi bolta hu😂
[04/11/24, 21:25:42] O2: Ban gye harishchandra sach bol k
[04/11/24, 21:25:52] Aman: 😊
[04/11/24, 21:26:07] Aman: 🫠
[04/11/24, 21:26:23] Aman: Sharm vale emojis kaun se hote h?
[04/11/24, 21:26:25] Aman: Yhi na?
[04/11/24, 21:26:54] O2: Jab Tumhare andar h hi nhi to kyu search kar rhe ho
[04/11/24, 21:27:11] Aman: 🤨
[04/11/24, 21:27:16] Aman: 😏
[04/11/24, 21:27:27] Aman: H
[04/11/24, 21:27:34] O2: 🤣🤣
[04/11/24, 21:27:35] Aman: Hai
[04/11/24, 21:27:37] O2: Funny
[04/11/24, 21:27:41] O2: 😂😂🤣
[04/11/24, 21:27:59] O2: Humour improve ho rha h tumhara
[04/11/24, 21:28:02] O2: 🤣😂
[04/11/24, 21:28:08] O2: Nice joke😂
[04/11/24, 21:28:17] Aman: Effect of living with one !
[04/11/24, 21:28:31] O2: 🤗
[04/11/24, 21:28:36] Aman: 😂😂😂
[04/11/24, 21:28:37] Aman: Heheheh
[04/11/24, 21:28:38] O2: Ab ja rhi mai
[04/11/24, 21:28:41] Aman: 😂😂😂😂
[04/11/24, 21:28:43] Aman: Aree
[04/11/24, 21:28:47] O2: Bye
[04/11/24, 21:28:51] Aman: Arre
[04/11/24, 21:28:52] Aman: Oyeyee
[04/11/24, 21:28:54] Aman: Kya hua
[04/11/24, 21:28:55] Aman: Babu?
[04/11/24, 21:29:00] Aman: 😘😘
[04/11/24, 21:29:04] Aman: Puchhi lelo
[04/11/24, 21:29:10] Aman: Dill bhi lelo
[04/11/24, 21:29:11] O2: 😂
[04/11/24, 21:29:14] O2: Le li
[04/11/24, 21:29:16] Aman: ❤️
[04/11/24, 21:29:23] O2: Vo to phle hi le liya
[04/11/24, 21:29:26] O2: .
[04/11/24, 21:29:27] Aman: Hmm
[04/11/24, 21:29:47] O2: ‎This message was deleted.
‎[04/11/24, 21:29:55] Aman: ‎sticker omitted
‎[04/11/24, 21:29:59] O2: ‎sticker omitted
[04/11/24, 21:30:00] Aman: Was bit late
[04/11/24, 21:30:04] Aman: 😂😂
[04/11/24, 21:30:05] O2: 😑
[04/11/24, 21:30:08] Aman: Already added
[04/11/24, 21:30:18] Aman: Finger speed 😂😂😂
[04/11/24, 21:30:20] Aman: 😘😘😘
[04/11/24, 21:30:23] Aman: 🔥🔥🔥
[04/11/24, 21:30:29] O2: Ha thik h
‎[04/11/24, 21:30:38] Aman: ‎sticker omitted
[04/11/24, 21:31:01] O2: Are
[04/11/24, 21:31:27] O2: Chle ab?
[04/11/24, 21:31:40] O2: Byeee
‎[04/11/24, 21:31:52] Aman: ‎sticker omitted
[04/11/24, 21:31:56] Aman: Nhi
[04/11/24, 21:31:58] O2: ❤️🫵
[04/11/24, 21:32:05] O2: 😂
[04/11/24, 21:32:32] Aman: Hmm😘
[04/11/24, 21:32:55] O2: Adhe ghante me milte h fir se
‎[04/11/24, 21:33:51] Aman: ‎sticker omitted
[04/11/24, 21:34:03] O2: Ha😑
[04/11/24, 21:34:08] O2: Bs bhi kro
[04/11/24, 21:34:17] Aman: Chalo AXA theek h😂😂😘
[04/11/24, 21:34:31] O2: .
[04/11/24, 21:34:34] Aman: Hmm
[04/11/24, 21:34:35] O2: .
[04/11/24, 21:34:40] O2: 5
[04/11/24, 21:34:41] Aman: Milte h
[04/11/24, 21:34:42] O2: 4
[04/11/24, 21:34:44] O2: 3
[04/11/24, 21:34:46] Aman: Love u
[04/11/24, 21:34:47] O2: 2
[04/11/24, 21:34:48] Aman: 😘❤️
[04/11/24, 21:34:53] O2: 🤗
[04/11/24, 22:12:24] O2: hyeee
[04/11/24, 22:12:32] Aman: Haye
[04/11/24, 22:12:44] O2: kha liya?
[04/11/24, 22:12:48] Aman: Hmm
[04/11/24, 22:40:29] O2: Achha
[04/11/24, 22:41:10] Aman: 1 min
[04/11/24, 22:41:16] O2: Hm
[04/11/24, 22:45:54] Aman: Hmm hello
[04/11/24, 22:46:18] O2: Hi
[04/11/24, 22:46:33] Aman: Ab kaun aa gya tha?
[04/11/24, 22:46:44] O2: Koi nhi
[04/11/24, 22:47:06] O2: Vo mummy ki tabyat khrab ho gyi achanak to jana pda
[04/11/24, 22:47:13] Aman: Kya ho gya?
[04/11/24, 22:47:33] O2: Bp low ho gya all of sudden
[04/11/24, 22:48:17] Aman: Nimbu paani , glucond Yeh sab Diya karo
[04/11/24, 22:48:24] Aman: Bola Karo ki daily Piya kare
[04/11/24, 22:48:35] O2: Are ye basic khana hi kha lo bohot badi baat h
[04/11/24, 22:48:41] O2: Khati hi nhi h
[04/11/24, 22:48:51] O2: Na peeti h
[04/11/24, 22:49:02] Aman: Arre toh jabardasti Diya jata h
[04/11/24, 22:49:09] Aman: You can't be agreeing on her
[04/11/24, 22:49:15] O2: Aur checkup bhi nhi krati jab tak severe na ho jaye
[04/11/24, 22:49:23] O2: Ik
[04/11/24, 22:49:42] O2: Pr jab tak h sirf tab tak hi kar skte h na ‎<This message was edited>
[04/11/24, 22:49:45] O2: Uske baad kya
[04/11/24, 22:50:13] O2: Smjh hi ni aata h
[04/11/24, 22:50:28] O2: Aaj bhi dinner nhi kiya tha
[04/11/24, 22:50:49] O2: Aur abhi krva rhe the to muh nhi khol rhi thi
[04/11/24, 22:51:11] Aman: Abhi kaisi h?
[04/11/24, 22:51:20] O2: Thik hi h
[04/11/24, 22:51:26] O2: Medicine diya h
[04/11/24, 22:51:43] Aman: But yr yeh sab problems shi nhi hoti h ekdam
[04/11/24, 22:51:54] O2: Hm
[04/11/24, 22:51:57] Aman: Meri mummy ko bhi hoti h
[04/11/24, 22:52:12] Aman: Mai toh jabardasti khila peela deta hy
[04/11/24, 22:52:32] O2: Pr inhe khud bhi to dhyan dena chahiye na
[04/11/24, 22:52:46] O2: Upar se akele rhte h ye log
[04/11/24, 22:52:54] O2: They should be more careful
[04/11/24, 22:53:04] O2: Pr nhi utna hi zyada careless hote h ye
[04/11/24, 22:53:18] Aman: Ek toh tumhari mummy kaam bhi kar karti h
[04/11/24, 22:53:29] Aman: Toh thoda additional excercise ke liye bola kato
[04/11/24, 22:53:31] Aman: Karo
[04/11/24, 22:53:40] Aman: Like walking an all atleast
[04/11/24, 22:53:46] O2: Kaam kam krti h?
[04/11/24, 22:53:53] Aman: Hmm
[04/11/24, 22:54:08] Aman: Mobbing and sweeping is a very good exercise
[04/11/24, 22:54:08] O2: Tumhe aisa kyu lgta h
[04/11/24, 22:54:11] Aman: Tbh
[04/11/24, 22:54:19] O2: Maid sirf 1 floor k liye h
[04/11/24, 22:54:28] O2: Baki 2 floors vhi krti h
[04/11/24, 22:54:44] O2: Aur disting and all me bohot kaam ho jata h
[04/11/24, 22:54:44] Aman: Axa axa ok
[04/11/24, 22:54:49] O2: Hm
[04/11/24, 22:54:53] Aman: Hmm right
[04/11/24, 22:54:59] O2: Aur ha vo walking krti h sofi k sath
[04/11/24, 22:55:09] O2: Pr vo enough nhi hota
[04/11/24, 22:55:09] Aman: AXA theek h sorry to say that
[04/11/24, 22:55:29] O2: Thoda yoga vagera krna chahiye pr kon smjhaye
[04/11/24, 22:55:56] Aman: Bola karo
[04/11/24, 22:56:25] Aman: But diet is more important at this point
[04/11/24, 22:56:37] O2: Hmm vo to h
[04/11/24, 22:56:47] Aman: Itna bhi decent h
[04/11/24, 22:56:58] O2: Tumhe pta h abhi apple aur doodh diya vo bhi nhi le rhi thi
[04/11/24, 22:57:11] O2: Fir maine zabardasti unka muh pkda aur khilaya
[04/11/24, 22:57:20] Aman: Good
[04/11/24, 22:57:24] O2: Aadha apple bhi nhi khaya jata
[04/11/24, 22:57:54] Aman: Health is very imp
[04/11/24, 22:57:57] Aman: Samjhaya karo
[04/11/24, 22:58:00] Aman: Unhe
[04/11/24, 22:58:08] Aman: Abhi unki age bhi itni Kam h
[04/11/24, 22:58:24] O2: Smjhe tab na
[04/11/24, 22:58:59] Aman: Like my mom rarely had these things in her 40s
[04/11/24, 22:59:09] Aman: Early 40s I mean
[04/11/24, 22:59:34] O2: Achha
[04/11/24, 22:59:45] Aman: Hmm abhi hi hone laga thoda bahut
[04/11/24, 22:59:53] Aman: Last 2-3 years se
[04/11/24, 23:00:07] Aman: Tension an all jyada le leti h
[04/11/24, 23:00:29] O2: Achha
[04/11/24, 23:00:43] O2: Ye tension hi main root hoti h
[04/11/24, 23:00:51] Aman: Hmm
[04/11/24, 23:01:19] Aman: Tum ish mamale me shi ho ekdam
[04/11/24, 23:01:36] O2: Mtlb
[04/11/24, 23:01:44] Aman: Are kuch nhi
[04/11/24, 23:01:50] O2: Btao
[04/11/24, 23:02:08] Aman: Aise hi bola tha
[04/11/24, 23:02:22] O2: Acha
[04/11/24, 23:02:24] Aman: Hmm
[04/11/24, 23:02:30] Aman: Leave it axa
[04/11/24, 23:02:34] Aman: Take care of her !
[04/11/24, 23:02:42] O2: Hm
[04/11/24, 23:02:46] Aman: Hmm
‎[04/11/24, 23:02:50] Aman: ‎sticker omitted
[04/11/24, 23:03:11] O2: Kya btau
[04/11/24, 23:03:24] Aman: Kuch bhi?
[04/11/24, 23:03:33] Aman: Sab badiya?
[04/11/24, 23:03:49] O2: Hm
[04/11/24, 23:04:01] Aman: Ok
[04/11/24, 23:04:09] Aman: Dinner ho gya?
[04/11/24, 23:04:10] O2: ‎This message was deleted.
[04/11/24, 23:04:16] O2: Ha
[04/11/24, 23:04:24] O2: ‎This message was deleted.
[04/11/24, 23:04:28] Aman: Del kar diya
[04/11/24, 23:05:34] Aman: Hello
[04/11/24, 23:06:43] O2: Ha
[04/11/24, 23:06:49] O2: Sticker dekh rhi thi
[04/11/24, 23:07:00] Aman: 😂
[04/11/24, 23:07:03] Aman: Axa
[04/11/24, 23:07:16] O2: Hm
[04/11/24, 23:07:23] Aman: Ok
[04/11/24, 23:07:50] O2: Kya kar rhe the
‎[04/11/24, 23:08:34] Aman: ‎sticker omitted
[04/11/24, 23:08:56] O2: Achha h😂😂
‎[04/11/24, 23:09:36] Aman: ‎sticker omitted
[04/11/24, 23:09:46] Aman: Yeh lo bada sa
[04/11/24, 23:09:56] O2: Hm
[04/11/24, 23:10:04] Aman: Kuch nhi
[04/11/24, 23:10:13] O2: Assignment kar lo fir
[04/11/24, 23:10:19] Aman: Abhi?
[04/11/24, 23:10:20] O2: Vc me krte h
[04/11/24, 23:10:26] O2: Hm
[04/11/24, 23:10:30] O2: Krna h?
[04/11/24, 23:10:41] Aman: Tum karlo mai pad lunga
[04/11/24, 23:10:50] O2: Ok
[04/11/24, 23:10:54] Aman: Hmm
[04/11/24, 23:11:20] O2: Vc kre?
[04/11/24, 23:11:31] Aman: Ok
[04/11/24, 23:11:39] O2: 2 min
[04/11/24, 23:11:44] Aman: Ik
[04/11/24, 23:15:24] O2: 😅
[04/11/24, 23:18:09] O2: Meri sheets khatam ho gyi😓
[04/11/24, 23:18:18] O2: Sirf double sided bachi h
[04/11/24, 23:18:26] Aman: Maths karlo
[04/11/24, 23:18:27] O2: Ab kya kru😩
[04/11/24, 23:18:42] O2: Vo to mai bhai se krva raho😚
[04/11/24, 23:19:00] Aman: Sharam nhi aati !
[04/11/24, 23:19:08] O2: 😑
[04/11/24, 23:19:13] O2: Isme kaisi sharam
[04/11/24, 23:19:19] O2: Usko pdhati thi mai
[04/11/24, 23:19:27] O2: Itna to krega hi
[04/11/24, 23:19:27] Aman: Harsh ko?
[04/11/24, 23:19:40] O2: Dckt start kr diya vrna vo papa se krva leti
[04/11/24, 23:19:45] O2: Nhi Ravi
[04/11/24, 23:19:52] O2: Aur eckt mumma
[04/11/24, 23:19:58] Aman: Axa vo
[04/11/24, 23:20:02] O2: Pr unki tabyat khrab ho gyi😩
[04/11/24, 23:20:25] O2: Ab khud krna pdega😥
[04/11/24, 23:20:36] Aman: 😑
[04/11/24, 23:20:47] Aman: Tumhe ish cheez ka dukh ho rha
[04/11/24, 23:20:55] Aman: Ki assignment khud karna padega
[04/11/24, 23:21:04] O2: Nhi😑
[04/11/24, 23:21:16] O2: Papa vle case me ho rha
[04/11/24, 23:21:27] O2: Khud start nhi krna chahiye tha
[04/11/24, 23:21:31] O2: 🥺
[04/11/24, 23:21:37] Aman: Kya?
[04/11/24, 23:22:11] O2: Dckt ka assignment
[04/11/24, 23:22:42] Aman: Axa mujhe dckt , EC , eckt ka bhej do
[04/11/24, 23:22:52] O2: Ok
[04/11/24, 23:22:57] O2: Abhi?
[04/11/24, 23:23:02] Aman: Nhi bhej dena
[04/11/24, 23:23:03] Aman: Bus
[04/11/24, 23:23:12] O2: Thik h
[04/11/24, 23:23:21] Aman: Submissions kab kab h?
[04/11/24, 23:23:37] O2: Jate hi 1 week k andar ig
[04/11/24, 23:23:45] Aman: Sare?
[04/11/24, 23:23:52] O2: Hm shyd
[04/11/24, 23:24:08] Aman: Ho jayenge mujhse!🥺
[04/11/24, 23:24:21] O2: Nhi
[04/11/24, 23:24:29] O2: Isliye start kar do ab
[04/11/24, 23:24:36] O2: Delay mt kro vrna nhi hoga
[04/11/24, 23:24:42] O2: Bohotttttttt saraaaaaaa h
[04/11/24, 23:24:49] Aman: Dckt bhej dena
[04/11/24, 23:24:52] Aman: Vo kitna h?
[04/11/24, 23:24:57] Aman: Kal karta hu
[04/11/24, 23:25:06] O2: Vo bhi h kafi
[04/11/24, 23:25:12] Aman: 50?
[04/11/24, 23:25:14] O2: Utna zyada bhi nhi h vaise
[04/11/24, 23:25:24] O2: 70
[04/11/24, 23:25:30] Aman: Kafi h !
[04/11/24, 23:25:34] O2: Pdf pages
[04/11/24, 23:25:38] Aman: Ok
[04/11/24, 23:25:46] Aman: What about EC?
[04/11/24, 23:26:02] O2: Vo to 100 something h
[04/11/24, 23:26:13] Aman: Axa !
[04/11/24, 23:26:23] O2: Hm☺️
[04/11/24, 23:26:30] O2: Ho jayega na aram se
[04/11/24, 23:26:36] O2: ☺️☺️
[04/11/24, 23:26:41] Aman: Kal dekhta hu
[04/11/24, 23:26:48] Aman: Varna FE ko pakadwa dunga
[04/11/24, 23:26:49] O2: Hm😂
[04/11/24, 23:26:54] Aman: Vaise try karunga ki na hi du
[04/11/24, 23:27:06] O2: Hm
[04/11/24, 23:27:53] Aman: Ek din morning se night RH me tumhare saath bhetunga
[04/11/24, 23:27:57] Aman: 70 pages ho jayenge
[04/11/24, 23:28:24] O2: Kya mujhe uske bdle treat milegi😙😋😋
[04/11/24, 23:28:40] Aman: Uske badle tumhare me assignments hote rehenge
[04/11/24, 23:28:58] O2: Thik h🙄
[04/11/24, 23:29:02] Aman: Hmm
[04/11/24, 23:30:00] Aman: Meri ko itni tension lene ki jarurat nhi h vaise
[04/11/24, 23:30:22] Aman: Eckt Vali mam toh bahut acche se janti hi h !
[04/11/24, 23:30:39] Aman: Maths Vali ki nazro me I'm already good boy
[04/11/24, 23:30:56] Aman: Dckt ka toh already fav baccha ban hi gya hu
[04/11/24, 23:31:12] Aman: Aur sam mam toh starting se lineant thi
[04/11/24, 23:31:15] Aman: Mere towards
[04/11/24, 23:31:16] Aman: 😂😂
[04/11/24, 23:31:25] O2: Hm😂
[04/11/24, 23:31:36] Aman: Kapss hi harami tha bus
[04/11/24, 23:31:45] Aman: Unke me u have an edge
[04/11/24, 23:32:01] O2: Edge🤢🥴🥴
[04/11/24, 23:32:08] Aman: 😂😂
[04/11/24, 23:32:21] O2: Nhi chahiye uska edge
[04/11/24, 23:32:30] O2: Aur usne vaise bhi diya bhi nhi h
[04/11/24, 23:32:37] O2: *******
[04/11/24, 23:32:46] O2: *******…
[04/11/24, 23:32:49] Aman: Ek extra * h
[04/11/24, 23:33:10] O2: Are maine bohot saare lgaye the pr 3 hi lage
[04/11/24, 23:33:37] Aman: Ok
[04/11/24, 23:33:59] Aman: Yr Ghar me time nhi manage hota
[04/11/24, 23:34:37] O2: 2 min do vc krte h fir
[04/11/24, 23:34:42] Aman: Ok
[04/11/24, 23:34:53] Aman: Tab se nhi hue aapke
[04/11/24, 23:34:55] O2: Isbaar pkka 2-5 min bs😅
[04/11/24, 23:35:02] Aman: Hmm
[04/11/24, 23:40:07] O2: 2 min aur remote nhi mil rha😕
[04/11/24, 23:40:40] Aman: Hmm
[04/11/24, 23:43:51] O2: Kru?
[04/11/24, 23:44:17] Aman: Hmm 2 min over ho gye toh bilkul
[04/11/24, 23:59:55] O2: 1 min
